day,wind_u,wind_v,lat,lon
0,0.11660418543411899,-1.2794316800180343,-67.88805,-60.0
1,1.5079645609059469,0.7937599927271807,-67.88805,-60.0
2,2.796263164674821,-1.2977520830685187,-67.88805,-60.0
3,4.008443418178201,3.370624755255983,-67.88805,-60.0
4,1.365899773381237,-1.654844104277182,-67.88805,-60.0
5,0.30970073376016416,-0.6860176076063419,-67.88805,-60.0
6,2.260183562853599,-3.032972996743369,-67.88805,-60.0
7,-2.07503184176873,3.886575829961215,-67.88805,-60.0
0,-0.8275205085143638,-2.499063433995364,-68.005196,-57.1875
1,1.6461744800040385,0.3380322497351916,-68.005196,-57.1875
2,2.6557384505325174,-1.422403136534232,-68.005196,-57.1875
3,4.520290934075274,3.8098155406983403,-68.005196,-57.1875
4,1.9985091610086314,-1.8008874569868947,-68.005196,-57.1875
5,-0.009246868102148054,0.4592033107325168,-68.005196,-57.1875
6,1.6489849915149133,-4.880514651796662,-68.005196,-57.1875
7,-1.555573393057519,4.346583886019497,-68.005196,-57.1875
0,-0.8693631518198236,-2.264673214036166,-68.005196,-54.492188
1,1.7753690245887386,-0.062478434754705804,-68.005196,-54.492188
2,3.3886510479823095,-0.8422781339867654,-68.005196,-54.492188
3,5.077766843311403,4.4543399751041965,-68.005196,-54.492188
4,3.487265781077282,-0.6771675777085294,-68.005196,-54.492188
5,0.9581750206543703,1.2304549270240717,-68.005196,-54.492188
6,1.4369094258108752,-6.203949482536988,-68.005196,-54.492188
7,-0.40627709737791323,3.9221339028833326,-68.005196,-54.492188
0,-0.2555482336026154,0.320247139049649,-68.005196,-51.679688
1,2.375260707630847,0.5420744928884086,-68.005196,-51.679688
2,4.431085621363494,-0.08408862750402209,-68.005196,-51.679688
3,6.0823583484727095,4.4316013939643,-68.005196,-51.679688
4,4.93102952852537,0.591333053562849,-68.005196,-51.679688
5,1.5719853466041878,2.1206858971665175,-68.005196,-51.679688
6,1.205600663051517,-6.185436695260573,-68.005196,-51.679688
7,-0.025663884896406825,3.1054516311921674,-68.005196,-51.679688
0,0.1296924055303724,1.937283978989851,-68.005196,-48.867188
1,2.754271254066285,1.3348831766634517,-68.005196,-48.867188
2,5.591436654203675,0.5922639187603305,-68.005196,-48.867188
3,7.00327868929861,4.463109852149077,-68.005196,-48.867188
4,6.56698945126474,1.4629423832311519,-68.005196,-48.867188
5,1.7213574893189583,2.4792772808500207,-68.005196,-48.867188
6,1.4204647079246053,-5.402637440440725,-68.005196,-48.867188
7,0.8345191498723173,1.59264783125419,-68.005196,-48.867188
0,0.21649233033166548,2.837138533486284,-68.005196,-46.054688
1,3.1019935998258252,1.5776862184593898,-68.005196,-46.054688
2,6.3500440336751725,1.3425250586489865,-68.005196,-46.054688
3,8.225425991267,4.286459469697675,-68.005196,-46.054688
4,8.299934497746884,2.2067396884985384,-68.005196,-46.054688
5,2.030147135211257,2.5600746967440635,-68.005196,-46.054688
6,1.558434401971322,-3.8952265180712775,-68.005196,-46.054688
7,1.7450197175391275,-0.00011585662513739307,-68.005196,-46.054688
0,0.5975948389382136,3.3214318480221947,-68.005196,-43.359375
1,3.4702042018001653,1.8932274073697715,-68.005196,-43.359375
2,6.631035600796704,2.064255433175257,-68.005196,-43.359375
3,8.042667088725578,4.445227781905127,-68.005196,-43.359375
4,9.260211327506548,3.0176684892666192,-68.005196,-43.359375
5,2.7500086270456396,2.996951635513856,-68.005196,-43.359375
6,2.128610852168984,-1.9970047091021057,-68.005196,-43.359375
7,2.4956995012777843,-1.4119746355477618,-68.005196,-43.359375
0,1.1841718860462251,2.6452556587634395,-68.005196,-40.546875
1,3.641996820270707,2.13005256192838,-68.005196,-40.546875
2,6.486951359803897,2.6385280516478615,-68.005196,-40.546875
3,7.384490187331313,4.185279205912598,-68.005196,-40.546875
4,9.35294480145309,3.9991585527364872,-68.005196,-40.546875
5,3.2134447143340577,3.1114118805190834,-68.005196,-40.546875
6,2.6319426460826434,-0.14507369930059902,-68.005196,-40.546875
7,2.967227504292298,-3.011159315776745,-68.005196,-40.546875
0,1.6729584007197096,0.6964453867651481,-68.005196,-37.734375
1,3.688838229951882,2.3588338265240067,-68.005196,-37.734375
2,6.325356001078748,3.2460649173775313,-68.005196,-37.734375
3,6.2578105212293,3.646831308736402,-68.005196,-37.734375
4,8.601231781983488,4.474793432929308,-68.005196,-37.734375
5,3.499319960276269,3.1563964518473697,-68.005196,-37.734375
6,2.934035678425302,0.9649762602296601,-68.005196,-37.734375
7,3.280573268909123,-4.067985811349492,-68.005196,-37.734375
0,1.469416135708652,-1.099171583693821,-68.005196,-35.039062
1,3.860733784666737,2.377465482593767,-68.005196,-35.039062
2,5.87913947664745,3.2316168917271444,-68.005196,-35.039062
3,5.255584554892443,2.5814066905121913,-68.005196,-35.039062
4,5.6450657093386925,4.220822541708446,-68.005196,-35.039062
5,3.2945609873777006,3.0201015033279024,-68.005196,-35.039062
6,3.0272739679962526,1.3291068610834715,-68.005196,-35.039062
7,3.3525436959301715,-4.691188017013192,-68.005196,-35.039062
0,-0.6493933841474762,-0.6370057317546399,-65.66221,-60.0
1,1.465011710050894,0.7849160264837547,-65.66221,-60.0
2,3.195736490504213,-1.663847319721875,-65.66221,-60.0
3,4.64619297483545,1.426692050161568,-65.66221,-60.0
4,-0.30317653847672604,-0.38772368307070887,-65.66221,-60.0
5,0.5580720507861437,-0.5485648607101624,-65.66221,-60.0
6,2.117055419934004,-3.717241875005499,-65.66221,-60.0
7,0.5052361044029721,1.5744289456286313,-65.66221,-60.0
0,-0.7324699424651886,-1.0896283211039115,-65.66221,-57.1875
1,1.6792971450258882,0.9077376960788631,-65.66221,-57.1875
2,2.807415249229026,-1.5118236858077951,-65.66221,-57.1875
3,5.05338285316584,3.812126922669666,-65.66221,-57.1875
4,-0.39867090498872865,-0.6277397899550031,-65.66221,-57.1875
5,0.871084419525593,0.282977913952237,-65.66221,-57.1875
6,0.00045250144068836873,-4.142133839794508,-65.66221,-57.1875
7,0.8074937653982309,1.2713183083418274,-65.66221,-57.1875
0,-0.900760906267868,-0.922582399781893,-65.66221,-54.492188
1,0.7545363167785188,0.778297602918954,-65.66221,-54.492188
2,3.504399018192405,-1.3040202532193403,-65.66221,-54.492188
3,5.718222794935136,3.7311356746278777,-65.66221,-54.492188
4,-0.7253283219328356,-0.8558217591545652,-65.66221,-54.492188
5,1.5949806882931605,1.3060415656575042,-65.66221,-54.492188
6,-0.4210257506446287,-5.018014686986983,-65.66221,-54.492188
7,0.6209660527476228,1.2631309263662287,-65.66221,-54.492188
0,-0.7721378348861981,1.4861364196203335,-65.66221,-51.679688
1,0.757503157202419,1.0531708470352372,-65.66221,-51.679688
2,4.188008451784981,-0.7966744269336573,-65.66221,-51.679688
3,5.846651253930095,3.052413445515256,-65.66221,-51.679688
4,0.5773130771222358,-0.4290447879005499,-65.66221,-51.679688
5,1.6876867516459937,2.004342539020874,-65.66221,-51.679688
6,-0.47270627117518277,-4.888663829224712,-65.66221,-51.679688
7,1.123158967886506,0.3674172285750774,-65.66221,-51.679688
0,-0.018248544865965027,2.92153079010115,-65.66221,-48.867188
1,1.1746384106931034,1.6639335720945858,-65.66221,-48.867188
2,4.82926280631746,-0.1507193562311301,-65.66221,-48.867188
3,6.129773548699635,2.4499112408578294,-65.66221,-48.867188
4,3.0168391692253222,0.7376459261734333,-65.66221,-48.867188
5,2.0294689451585106,1.8551092944970373,-65.66221,-48.867188
6,0.2547293170542455,-4.071612550970601,-65.66221,-48.867188
7,1.8202733697228366,-0.39824703231511127,-65.66221,-48.867188
0,0.416444807418497,3.102099189442217,-65.66221,-46.054688
1,1.4975371252676535,1.9276584725868684,-65.66221,-46.054688
2,5.606634595597406,0.41353243676688,-65.66221,-46.054688
3,6.798855723494843,2.431583856082912,-65.66221,-46.054688
4,4.997609724372824,1.3020064713708324,-65.66221,-46.054688
5,2.4280027991564137,1.6834917891016465,-65.66221,-46.054688
6,0.8121626150430123,-2.7738109773349025,-65.66221,-46.054688
7,1.8247027511641905,-1.6469737580794026,-65.66221,-46.054688
0,0.8711704839180122,1.8678514374106758,-65.66221,-43.359375
1,1.9369947431557917,2.175594644514434,-65.66221,-43.359375
2,6.312167608373009,0.8490410933774039,-65.66221,-43.359375
3,7.57409246256061,2.130402465455881,-65.66221,-43.359375
4,6.691439012748042,1.4828690064024814,-65.66221,-43.359375
5,2.800971710951772,1.557392398206473,-65.66221,-43.359375
6,1.7689403390238925,-0.9796207776961313,-65.66221,-43.359375
7,1.3540658623515338,-3.0057206580842415,-65.66221,-43.359375
0,1.2270378557805912,0.07357367162800182,-65.66221,-40.546875
1,2.3287435472425515,2.1649965600224292,-65.66221,-40.546875
2,7.011050629725939,1.3890179235763345,-65.66221,-40.546875
3,8.522738215578583,1.8349596954628555,-65.66221,-40.546875
4,8.256283929249054,1.527865584016963,-65.66221,-40.546875
5,3.3856797690685227,1.2831637161371974,-65.66221,-40.546875
6,2.3494788670684605,0.7568293637072614,-65.66221,-40.546875
7,1.3332132003424781,-4.275175599682064,-65.66221,-40.546875
0,1.1549744772701362,0.3337886623412045,-65.66221,-37.734375
1,2.7813570166126813,2.1887537343235297,-65.66221,-37.734375
2,7.251483922913988,1.6538197246458861,-65.66221,-37.734375
3,8.229859908373307,1.779245337433241,-65.66221,-37.734375
4,9.18894213975763,1.9400516153506588,-65.66221,-37.734375
5,4.312929808975965,1.1377500736043469,-65.66221,-37.734375
6,2.7967403596069347,1.7694038788488147,-65.66221,-37.734375
7,1.6218126370005248,-5.108210194256231,-65.66221,-37.734375
0,0.3023442927823448,2.362221090533358,-65.66221,-35.039062
1,3.078438465571437,1.8547575659897584,-65.66221,-35.039062
2,7.1618201496818585,1.888926098557907,-65.66221,-35.039062
3,7.798782901876457,1.0085973931563104,-65.66221,-35.039062
4,9.752855358622632,2.5255927528239717,-65.66221,-35.039062
5,4.82459795628097,1.1548861522543883,-65.66221,-35.039062
6,2.6083257937121513,2.2239887613761105,-65.66221,-35.039062
7,2.03659462813969,-5.534461018398464,-65.66221,-35.039062
0,1.3328839930428062,1.2253981392709479,-63.31922,-60.0
1,-1.2290156149601017,0.8973512949454521,-63.31922,-60.0
2,4.498992883318736,1.490957256103622,-63.31922,-60.0
3,13.676844892846319,5.096104605418979,-63.31922,-60.0
4,14.347809109006768,4.620493821234736,-63.31922,-60.0
5,3.393781210562842,2.742187925574679,-63.31922,-60.0
6,10.001169579985472,2.697149747160129,-63.31922,-60.0
7,10.718183570659784,-0.22581044920928325,-63.31922,-60.0
0,1.4773184408043933,0.7940541072989133,-63.31922,-57.1875
1,-0.13470939451993974,5.886664000100091,-63.31922,-57.1875
2,6.9268297147083056,-0.8964494527950233,-63.31922,-57.1875
3,4.589789305727761,0.2730140599728259,-63.31922,-57.1875
4,6.123095514712994,0.7392380050913337,-63.31922,-57.1875
5,2.117016919847598,1.2126466034076697,-63.31922,-57.1875
6,6.368543107009668,-0.3386255937253447,-63.31922,-57.1875
7,12.910150054733196,-2.0288508523908555,-63.31922,-57.1875
0,-0.5053049984132691,0.7289177167935269,-63.31922,-54.492188
1,-2.106437598952645,3.6230418946492,-63.31922,-54.492188
2,4.7367334442798885,-2.705335716392598,-63.31922,-54.492188
3,4.6553727566366,0.8371876229543145,-63.31922,-54.492188
4,0.0662493342055518,1.4758763950042193,-63.31922,-54.492188
5,0.28066353540358996,2.251340967488141,-63.31922,-54.492188
6,-1.219934520005091,-2.3667666330907404,-63.31922,-54.492188
7,5.315704265302236,-2.0643528347441467,-63.31922,-54.492188
0,0.212297335762709,1.9658370214190148,-63.31922,-51.679688
1,-2.066398280061497,2.306316811811566,-63.31922,-51.679688
2,6.017545504485649,-1.425562359499261,-63.31922,-51.679688
3,6.810929818085765,2.121301122711396,-63.31922,-51.679688
4,-1.0263138528859785,0.8346473805430986,-63.31922,-51.679688
5,1.731651893958065,1.7741143027816275,-63.31922,-51.679688
6,-1.8333407531740418,-3.653309772066186,-63.31922,-51.679688
7,6.175383810615919,-1.650963349082895,-63.31922,-51.679688
