day,current_u,current_v,lat,lon
0,0.0013458688568615208,-0.012804133299637319,-71.458336,173.29167
1,-0.07796403111608279,0.16891938840687368,-71.458336,173.29167
2,0.004498642335487167,0.21435294811754046,-71.458336,173.29167
3,0.03783329087830523,-0.0010817887314528076,-71.458336,173.29167
4,0.01872264015091712,-0.02481131073767723,-71.458336,173.29167
5,-0.12663608551563277,0.23356776346239896,-71.458336,173.29167
6,-0.026234193112098472,0.19232498844011503,-71.458336,173.29167
7,0.007365695637359874,-0.016063286639398565,-71.458336,173.29167
0,-0.018459902129356102,-0.01527747654595119,-71.458336,176.54167
1,-0.012602860592666637,-0.010328192508949051,-71.458336,176.54167
2,0.018755754172559175,0.17316463522965445,-71.458336,176.54167
3,0.04502974308578772,0.0676270295146863,-71.458336,176.54167
4,0.012765552374447759,-0.028901114292218918,-71.458336,176.54167
5,-0.10949735028546585,0.03978129095259768,-71.458336,176.54167
6,0.029283968749532634,0.157346223730041,-71.458336,176.54167
7,-0.000842502385830848,-0.017046206089534558,-71.458336,176.54167
0,-0.0012054517925563695,-0.0168487201930627,-71.458336,179.87502
1,0.0495494230278666,-0.12142029041780533,-71.458336,179.87502
2,0.04320011454712381,0.03513184533751526,-71.458336,179.87502
3,0.04772882198871337,0.08257335807703346,-71.458336,179.87502
4,0.031959876814520276,-0.04874676547703119,-71.458336,179.87502
5,-0.051315010372324416,-0.10189177979559326,-71.458336,179.87502
6,0.0924728002979343,0.0483071057470654,-71.458336,179.87502
7,-0.006845513226316896,-0.005970735788106082,-71.458336,179.87502
0,,,-69.29167,149.95836
1,,,-69.29167,149.95836
2,,,-69.29167,149.95836
3,,,-69.29167,149.95836
4,,,-69.29167,149.95836
5,,,-69.29167,149.95836
6,,,-69.29167,149.95836
7,,,-69.29167,149.95836
0,,,-69.29167,153.29167
1,,,-69.29167,153.29167
2,,,-69.29167,153.29167
3,,,-69.29167,153.29167
4,,,-69.29167,153.29167
5,,,-69.29167,153.29167
6,,,-69.29167,153.29167
7,,,-69.29167,153.29167
0,,,-69.29167,156.62502
1,,,-69.29167,156.62502
2,,,-69.29167,156.62502
3,,,-69.29167,156.62502
4,,,-69.29167,156.62502
5,,,-69.29167,156.62502
6,,,-69.29167,156.62502
7,,,-69.29167,156.62502
0,-0.08583158883853557,0.02825106772235743,-69.29167,159.95836
1,0.002174397750509671,0.007084861508749585,-69.29167,159.95836
2,-0.012556993524210072,0.019501437968654507,-69.29167,159.95836
3,0.009680510452174683,-0.0027360660077302406,-69.29167,159.95836
4,-0.020812937863175004,0.011877215234229485,-69.29167,159.95836
5,-0.06955429924361516,0.04996651740696611,-69.29167,159.95836
6,0.006117525044602712,0.01354943837111619,-69.29167,159.95836
7,0.0119953252669895,0.020692916269028194,-69.29167,159.95836
0,-0.11795211361349435,0.025265837910636257,-69.29167,163.29167
1,-0.054212963776894156,0.06087298241155568,-69.29167,163.29167
2,-0.06126703585344873,0.011215887365733609,-69.29167,163.29167
3,-0.041666666666666664,-7.654042494670958e-18,-69.29167,163.29167
4,-0.08568976612749708,0.02081341856106227,-69.29167,163.29167
5,-0.1411224983490391,0.05439905780600593,-69.29167,163.29167
6,0.00462962962962963,-1.4174152767909179e-18,-69.29167,163.29167
7,-0.00925925925925926,0.018518518518518517,-69.29167,163.29167
0,-0.10258510314535581,-0.019269694832436523,-69.29167,166.62502
1,-0.05020838149203257,0.03748586252075809,-69.29167,166.62502
2,-0.00462962962962963,-8.504491660745508e-19,-69.29167,166.62502
3,0.016203703703703703,0.011574074074074075,-69.29167,166.62502
4,-0.0386720812448401,0.004291902699652038,-69.29167,166.62502
5,-0.2978000128093013,0.1260268192671216,-69.29167,166.62502
6,0.044558732724691165,0.03443186269684181,-69.29167,166.62502
7,0.028760697227913773,0.04264958611680266,-69.29167,166.62502
0,-0.07644195897981047,-0.058524550440513225,-69.29167,169.95836
1,0.03274037163899993,-0.03808413358764782,-69.29167,169.95836
2,-0.00462962962962963,-8.504491660745508e-19,-69.29167,169.95836
3,0.007365695637359874,-0.04440273267439691,-69.29167,169.95836
4,-0.04705989315088142,-0.05281291191032716,-69.29167,169.95836
5,-0.33182504731008705,0.09265094823131304,-69.29167,169.95836
6,-0.02275713968207509,0.02071788739479091,-69.29167,169.95836
7,0.004910463758239913,0.025743797091573248,-69.29167,169.95836
0,-0.05146859262307515,-0.0534438954620447,-69.29167,173.29167
1,0.055427448319834906,-0.05043453837974541,-69.29167,173.29167
2,-0.006944444444444445,0.018518518518518517,-69.29167,173.29167
3,0.009259259259259262,-0.01851851851851852,-69.29167,173.29167
4,-0.03165987155424634,-0.026796267312464397,-69.29167,173.29167
5,-0.1746071509310583,0.0273051134074395,-69.29167,173.29167
6,-0.037871907110895435,0.05728842199392803,-69.29167,173.29167
7,2.8348305535818363e-19,0.020833333333333332,-69.29167,173.29167
0,-0.04512040098191173,-0.04253371454869367,-69.29167,176.54167
1,0.06200885125486277,-0.07193670492335831,-69.29167,176.54167
2,0.007297868454399829,0.06557396896850724,-69.29167,176.54167
3,1.417415276790918e-18,0.01851851851851852,-69.29167,176.54167
4,-0.03540513641208429,-0.04125158715695892,-69.29167,176.54167
5,-0.02774529056124901,-0.0964980934035961,-69.29167,176.54167
6,-0.000888369454287428,0.06545426081577041,-69.29167,176.54167
7,-0.00946750350652444,0.020749985101194905,-69.29167,176.54167
0,-0.007578702583010113,-0.026222117116655386,-69.29167,179.87502
1,0.0775779498733595,-0.07862734200820572,-69.29167,179.87502
2,0.02859183376292498,0.07240229340588937,-69.29167,179.87502
3,0.021371226536937325,0.07034579279591933,-69.29167,179.87502
4,0.005007670231763785,-0.0656593687810263,-69.29167,179.87502
5,0.033576698931977934,-0.13827198072068547,-69.29167,179.87502
