day,wind_u,wind_v,lat,lon
1,-8.11918702061741,10.694163650982125,-66.482254,71.36719
2,1.5449017029565535,3.597665957565192,-66.482254,71.36719
3,0.7947892680519065,2.0244427059526613,-66.482254,71.36719
4,-1.6217309584527186,2.8043220026633056,-66.482254,71.36719
5,-11.252544452981965,9.019436652898674,-66.482254,71.36719
6,-7.106319211128308,4.46042364135213,-66.482254,71.36719
7,-3.459374554445714,9.417724003476094,-66.482254,71.36719
0,-1.1242125772448188,0.5682628601425478,-66.482254,73.94531
1,-9.521125200731698,4.697815300711365,-66.482254,73.94531
2,3.003863409757107,5.031900707979211,-66.482254,73.94531
3,1.4804028260674469,1.806469276048167,-66.482254,73.94531
4,0.7661874347531142,1.9243029173531354,-66.482254,73.94531
5,-14.469478998547904,1.0143553358527144,-66.482254,73.94531
6,-6.495268186365029,0.3739926293526732,-66.482254,73.94531
7,-2.88192481350603,7.258704570543916,-66.482254,73.94531
0,1.496465843043013,1.8074935859320194,-66.482254,76.640625
1,-11.416120759145116,0.07672350699474957,-66.482254,76.640625
2,2.3701632737232603,5.170870669882752,-66.482254,76.640625
3,1.7190340393559884,0.820005100622835,-66.482254,76.640625
4,1.8428180688251452,1.1932485760760556,-66.482254,76.640625
5,-16.105839824205358,-1.6154069289325965,-66.482254,76.640625
6,-11.443566567669658,-1.3912994798521983,-66.482254,76.640625
7,-5.367888974125214,4.923601626647095,-66.482254,76.640625
0,3.640536957345041,2.9631645923186745,-66.482254,79.33594
1,-10.641040095421909,-1.055608228245822,-66.482254,79.33594
2,0.0849041485585335,4.481481622906732,-66.482254,79.33594
3,0.41118541250994617,0.55914626688373,-66.482254,79.33594
4,2.6745788506252577,0.824574780032726,-66.482254,79.33594
5,-16.46118985917155,-2.0524443757254702,-66.482254,79.33594
6,-15.507194373021223,-1.873528709198478,-66.482254,79.33594
7,-8.441797847819865,4.4569569354671605,-66.482254,79.33594
0,4.549177217031864,2.571916426484712,-66.482254,82.03125
1,-8.479701498808293,-0.7293976894834078,-66.482254,82.03125
2,-1.6907002023705673,3.1125110220972263,-66.482254,82.03125
3,2.121573572078075,1.3584169722516723,-66.482254,82.03125
4,2.2090097127565436,0.18328333243535214,-66.482254,82.03125
5,-15.49949330233931,-1.4612795669623244,-66.482254,82.03125
6,-16.87816247725001,-2.486508431976108,-66.482254,82.03125
7,-10.31527241332516,2.807484813172238,-66.482254,82.03125
0,4.186806495858701,2.5913102359946043,-66.482254,84.609375
1,-5.885969276281099,0.20815087667119325,-66.482254,84.609375
2,-3.708095252359375,2.250595714329218,-66.482254,84.609375
3,3.016605872593902,1.6971316239245653,-66.482254,84.609375
4,2.7745592686670957,1.4001561411549004,-66.482254,84.609375
5,-14.434710716215415,-0.9691141413937586,-66.482254,84.609375
6,-19.580028128452298,-3.5404247156150137,-66.482254,84.609375
7,-11.857270185547202,2.3922112255934143,-66.482254,84.609375
0,3.664684340936239,1.3528438441484243,-66.482254,87.30469
1,-3.35814685562832,0.22837040360771996,-66.482254,87.30469
2,-4.048253270968118,1.9183313345969222,-66.482254,87.30469
3,2.7368580350371747,1.1371558925728493,-66.482254,87.30469
4,3.1174409255591904,1.1186799027344334,-66.482254,87.30469
5,-11.811693305099846,-0.11161913990226897,-66.482254,87.30469
6,-21.161980179189694,-2.3950129182381006,-66.482254,87.30469
7,-12.938864002389474,1.7655862624464238,-66.482254,87.30469
0,1.8634349657769462,-0.4420127855800641,-66.482254,90.0
1,-2.1884118859120867,-0.6804289809076055,-66.482254,90.0
2,-4.830351977631854,1.5784188912826096,-66.482254,90.0
3,2.0037181006108846,0.03737307949961,-66.482254,90.0
4,3.7241980452704464,-0.038456410484493546,-66.482254,90.0
5,-9.257790340027706,-1.3807128696936415,-66.482254,90.0
6,-22.31153128425872,-1.841059369759787,-66.482254,90.0
7,-15.900215598741523,0.9631244194368195,-66.482254,90.0
0,-5.0088567171116365,-5.873535850262024,-64.373566,65.97656
1,4.347128442353024,3.892073106934586,-64.373566,65.97656
2,8.92309610068609,0.0026437708638535847,-64.373566,65.97656
3,6.498405132439601,1.3816227930384934,-64.373566,65.97656
4,-8.848360133449283,-0.8992348321140984,-64.373566,65.97656
5,-0.03197540023924783,6.345645347826298,-64.373566,65.97656
6,2.990228692556838,5.254799667331298,-64.373566,65.97656
7,-0.13613392656159481,7.661681253074144,-64.373566,65.97656
0,-4.848978977435228,-5.510641506558847,-64.373566,68.671875
1,4.87961269464328,2.868480271027956,-64.373566,68.671875
2,7.466139623447259,1.5945176770941165,-64.373566,68.671875
3,6.499988840853686,1.0497975865499336,-64.373566,68.671875
4,-7.08488087904588,-1.0509156955951735,-64.373566,68.671875
5,0.32047149644775524,3.453479007926889,-64.373566,68.671875
6,2.4436801282309797,-1.9349273723627742,-64.373566,68.671875
7,0.20557675776547513,8.753223321508186,-64.373566,68.671875
0,-3.4040120440085584,-3.8344569430580857,-64.373566,71.36719
1,5.073469242833684,0.39274093823582135,-64.373566,71.36719
2,7.095969898928234,3.2802372008686795,-64.373566,71.36719
3,6.138262504546948,0.749162824850969,-64.373566,71.36719
4,-4.764583955979744,-1.5886891017338554,-64.373566,71.36719
